"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.80179243277909,0.00679254269888921,0.0471751780107836,0.00132870079546625,0.0329771680776279,0.00219190648052495,0.0149186284195499,0.0014355805040087,0.00141183427682651,0.000423417532448821,0.00309194842948591
"2",0.0232651020048688,0.521536430076162,0.00264007927321343,0.0293619030039741,0.00384513126666051,0.0496849818286374,0.00152675883308,0.0259917647844967,0.00095655446593971,0.00386603395761022,0.0064418262139223
"3",0.0185539280350055,0.000297727490016163,0.812348488047726,0.017385508536238,0.0904056785579729,0.00819159075729406,0.00814139415787473,0.0017153167789009,0.00141181368382198,0.000665098603221129,0.00442575974855701
"4",0.00128516661047563,0.0115018917607636,0.0389620363875462,0.596418913027194,0.00743882770717338,0.120267733881452,0.00104155051140497,0.0106574020608336,0.000270624984864878,0.00482320881378223,0.00889380142483671
"5",0.000420166783209143,1.0626030943103e-05,0.0352477123865555,0.00124585584377516,0.765435850529354,0.0635385740931791,0.0147210634356068,0.00481196512337479,0.0198861159683767,0.00637205410845042,0.0145281247499262
"6",2.22888687841655e-05,0.000155646095378914,0.00150037736632424,0.0168586243425626,0.038796634608564,0.752913092854559,0.00264768117934437,0.0436801182621404,0.00145613954144598,0.036580697327649,0.0348524465624801
"7",3.41305752427124e-05,1.04915497303486e-06,0.0038167892910034,0.000163886186893252,0.129032884368062,0.0139337944204561,0.22944039454432,0.0512205190975451,0.00899151184196158,0.00508320096603769,0.0273562780252546
"8",2.05800912251943e-06,8.82819145171275e-06,0.000176209542431199,0.00136287768601925,0.00785335080026327,0.109162879844253,0.0123631448514837,0.590122912886982,0.0013426566597809,0.0371431120741759,0.122783896011092
"9",1.24360629453856e-05,5.88065602061702e-07,0.00147713526474167,9.1134233674259e-05,0.0620150624455328,0.00821466774609699,0.00581702187026922,0.0025516516899703,0.602390220142161,0.0959405005067852,0.0485877037918698
"10",4.56907252930828e-07,2.63563763519388e-06,4.32965048740222e-05,0.000420513381456834,0.00205807585002404,0.0355442198156184,0.000442003429503887,0.0118022795556066,0.0166662281651196,0.261085590259274,0.0759265274080918
"11",0,0,0,0,0,0,0,0,0,0,1
